DISTRITO,CASILLA,MUNICIPIO,DOMICILIO
13,2853B1,VALLE DE SANTIAGO,"CALLE PINO SUÁREZ # 30, SANTA BÁRBARA, VALLE DE SANTIAGO, GUANAJUATO, 38410"
13,2853C1,VALLE DE SANTIAGO,"CALLE PINO SUÁREZ # 30, SANTA BÁRBARA, VALLE DE SANTIAGO, GUANAJUATO, 38410"
13,2854B1,VALLE DE SANTIAGO,"CALLE HIDALGO # 29, COLONIA NUEVA DE GUANTES, VALLE DE SANTIAGO, GUANAJUATO, 38420"
13,2855B1,VALLE DE SANTIAGO,"CALLE HIDALGO SIN NÚMERO, LAS LIEBRES, VALLE DE SANTIAGO, GUANAJUATO, 38402"
13,2855C1,VALLE DE SANTIAGO,"CALLE HIDALGO SIN NÚMERO, LAS LIEBRES, VALLE DE SANTIAGO, GUANAJUATO, 38402"
13,2855C2,VALLE DE SANTIAGO,"CALLE HIDALGO SIN NÚMERO, LAS LIEBRES, VALLE DE SANTIAGO, GUANAJUATO, 38402"
13,2856B1,VALLE DE SANTIAGO,"CALLE PRINCIPAL SIN NÚMERO, LA ISLA, VALLE DE SANTIAGO, GUANAJUATO, 38400"
13,2856C1,VALLE DE SANTIAGO,"CALLE PRINCIPAL SIN NÚMERO, LA ISLA, VALLE DE SANTIAGO, GUANAJUATO, 38400"
13,2857B1,VALLE DE SANTIAGO,"CALLE 20 DE NOVIEMBRE # 42, SAN DIEGO QUIRICEO, VALLE DE SANTIAGO, GUANAJUATO, 38410"
13,2857C1,VALLE DE SANTIAGO,"CALLE 20 DE NOVIEMBRE # 42, SAN DIEGO QUIRICEO, VALLE DE SANTIAGO, GUANAJUATO, 38410"
13,2858B1,VALLE DE SANTIAGO,"CALLE GLORIETA 18 DE MARZO SIN NÚMERO, QUIRICEO, VALLE DE SANTIAGO, GUANAJUATO, 38410"
13,2858C1,VALLE DE SANTIAGO,"CALLE GLORIETA 18 DE MARZO SIN NÚMERO, QUIRICEO, VALLE DE SANTIAGO, GUANAJUATO, 38410"
13,2859B1,VALLE DE SANTIAGO,"CALLE GUANAJUATO # 11, SAN FELIPE QUIRICEO, VALLE DE SANTIAGO, GUANAJUATO, 38410"
13,2859C1,VALLE DE SANTIAGO,"CALLE GUANAJUATO # 11, SAN FELIPE QUIRICEO, VALLE DE SANTIAGO, GUANAJUATO, 38410"
13,2860B1,VALLE DE SANTIAGO,"CALLE DEL ROSAL SIN NÚMERO, SAN VICENTE DE GARMA, VALLE DE SANTIAGO, GUANAJUATO, 38420"
13,2860C1,VALLE DE SANTIAGO,"CALLE DEL ROSAL SIN NÚMERO, SAN VICENTE DE GARMA, VALLE DE SANTIAGO, GUANAJUATO, 38420"
13,2860E1,VALLE DE SANTIAGO,"AVENIDA JUAN SILVETI SIN NÚMERO, LAGUNILLA DE MALPAÍS, VALLE DE SANTIAGO, GUANAJUATO, 38400"
13,2860E1,VALLE DE SANTIAGO,"AVENIDA JUAN SILVETI SIN NÚMERO, LAGUNILLA DE MALPAÍS, VALLE DE SANTIAGO, GUANAJUATO, 38400"
13,2860E2,VALLE DE SANTIAGO,"CALLE CUAUHTÉMOC SIN NÚMERO, ZAPOTE DE SAN VICENTE, VALLE DE SANTIAGO, GUANAJUATO, 38423"
13,2861B1,VALLE DE SANTIAGO,"CALLE REVOLUCIÓN # 8, RANCHO SECO DE GUANTES, VALLE DE SANTIAGO, GUANAJUATO, 38420"
13,2861C1,VALLE DE SANTIAGO,"CALLE REVOLUCIÓN # 8, RANCHO SECO DE GUANTES, VALLE DE SANTIAGO, GUANAJUATO, 38420"
13,2862B1,VALLE DE SANTIAGO,"CALLE EMILIANO ZAPATA # 4, SABINO DE SANTA ROSA, VALLE DE SANTIAGO, GUANAJUATO, 38406"
13,2862C1,VALLE DE SANTIAGO,"CALLE EMILIANO ZAPATA # 4, SABINO DE SANTA ROSA, VALLE DE SANTIAGO, GUANAJUATO, 38406"
13,2863B1,VALLE DE SANTIAGO,"CALLE PRINCIPAL SIN NÚMERO, RINCÓN DE PARANGUEO, VALLE DE SANTIAGO, GUANAJUATO, 38423"
13,2863E1,VALLE DE SANTIAGO,"CONOCIDO SIN NÚMERO, MOGOTES DE SAN JOSÉ DE PARANGUEO, VALLE DE SANTIAGO, GUANAJUATO, 38420"
13,2863E2,VALLE DE SANTIAGO,"CALLE EMILIANO ZAPATA SIN NÚMERO, SAN ISIDRO DE MOGOTES, VALLE DE SANTIAGO, GUANAJUATO, 38420"
13,2864B1,VALLE DE SANTIAGO,"INTERIOR EXHACIENDA SIN NÚMERO, RINCÓN DE PARANGUEO, VALLE DE SANTIAGO, GUANAJUATO, 38423"
13,2864C1,VALLE DE SANTIAGO,"INTERIOR EXHACIENDA SIN NÚMERO, RINCÓN DE PARANGUEO, VALLE DE SANTIAGO, GUANAJUATO, 38423"
13,2864C2,VALLE DE SANTIAGO,"INTERIOR EXHACIENDA SIN NÚMERO, RINCÓN DE PARANGUEO, VALLE DE SANTIAGO, GUANAJUATO, 38423"
13,2865B1,VALLE DE SANTIAGO,"CALLE REFUGIO AGUILAR # 10, SAN ANTONIO DE MOGOTES, VALLE DE SANTIAGO, GUANAJUATO, 38420"
13,2865C1,VALLE DE SANTIAGO,"CALLE REFUGIO AGUILAR # 10, SAN ANTONIO DE MOGOTES, VALLE DE SANTIAGO, GUANAJUATO, 38420"
13,2866B1,VALLE DE SANTIAGO,"CALLE REVOLUCIÓN SIN NÚMERO, SAN IGNACIO DE SAN JOSÉ PARANGUEO, VALLE DE SANTIAGO, GUANAJUATO, 38420"
13,2866C1,VALLE DE SANTIAGO,"CALLE REVOLUCIÓN SIN NÚMERO, SAN IGNACIO DE SAN JOSÉ PARANGUEO, VALLE DE SANTIAGO, GUANAJUATO, 38420"
13,2867B1,VALLE DE SANTIAGO,"CALLE AVENIDA DEL TRABAJO SIN NÚMERO, SAN NICOLÁS PARANGUEO, VALLE DE SANTIAGO, GUANAJUATO, 38430"
13,2867C1,VALLE DE SANTIAGO,"CALLE AVENIDA DEL TRABAJO SIN NÚMERO, SAN NICOLÁS PARANGUEO, VALLE DE SANTIAGO, GUANAJUATO, 38430"
13,2867C2,VALLE DE SANTIAGO,"CALLE AVENIDA DEL TRABAJO SIN NÚMERO, SAN NICOLÁS PARANGUEO, VALLE DE SANTIAGO, GUANAJUATO, 38430"
13,2868B1,VALLE DE SANTIAGO,"CALLE JUÁREZ SIN NÚMERO, LA COMPAÑÍA, VALLE DE SANTIAGO, GUANAJUATO, 38407"
13,2868C1,VALLE DE SANTIAGO,"CALLE JUÁREZ SIN NÚMERO, LA COMPAÑÍA, VALLE DE SANTIAGO, GUANAJUATO, 38407"
13,2868C2,VALLE DE SANTIAGO,"CALLE JUÁREZ SIN NÚMERO, LA COMPAÑÍA, VALLE DE SANTIAGO, GUANAJUATO, 38407"
13,2869B1,VALLE DE SANTIAGO,"CONOCIDO SIN NÚMERO, SANTA ANA, VALLE DE SANTIAGO, GUANAJUATO, 38407"
13,2869C1,VALLE DE SANTIAGO,"CONOCIDO SIN NÚMERO, SANTA ANA, VALLE DE SANTIAGO, GUANAJUATO, 38407"
13,2869E1,VALLE DE SANTIAGO,"CONOCIDO SIN NÚMERO, BELLAVISTA DE SANTA MARÍA, VALLE DE SANTIAGO, GUANAJUATO, 38407"
13,2870B1,VALLE DE SANTIAGO,"CALLE LÁZARO CÁRDENAS # 5, PRESA DE SAN ANDRÉS, VALLE DE SANTIAGO, GUANAJUATO, 38430"
13,2870E1,VALLE DE SANTIAGO,"CALLE JUSTO SIERRA # 10, RANCHO NUEVO DE SAN ANDRÉS, VALLE DE SANTIAGO, GUANAJUATO, 38437"
13,2870E2,VALLE DE SANTIAGO,"CALLE EMILIANO ZAPATA SIN NÚMERO, COLONIA BENITO JUÁREZ, VALLE DE SANTIAGO, GUANAJUATO, 38437"
13,2871B1,VALLE DE SANTIAGO,"CALLE BENITO JUÁREZ # 34, LOMA TENDIDA, VALLE DE SANTIAGO, GUANAJUATO, 38430"
13,2871C1,VALLE DE SANTIAGO,"CALLE BENITO JUÁREZ # 34, LOMA TENDIDA, VALLE DE SANTIAGO, GUANAJUATO, 38430"
13,2871E1,VALLE DE SANTIAGO,"CALLE REFORMA SIN NÚMERO, LA COALANDA, VALLE DE SANTIAGO, GUANAJUATO, 38445"
13,2871E1,VALLE DE SANTIAGO,"CALLE REFORMA SIN NÚMERO, LA COALANDA, VALLE DE SANTIAGO, GUANAJUATO, 38445"
13,2872B1,VALLE DE SANTIAGO,"CONOCIDO SIN NÚMERO, CERRO COLORADO, VALLE DE SANTIAGO, GUANAJUATO, 38430"
13,2872C1,VALLE DE SANTIAGO,"CONOCIDO SIN NÚMERO, CERRO COLORADO, VALLE DE SANTIAGO, GUANAJUATO, 38430"
13,2872E1,VALLE DE SANTIAGO,"AVENIDA DEL TRABAJO SIN NÚMERO, SAN JOSÉ DE PANTOJA, VALLE DE SANTIAGO, GUANAJUATO, 38442"
13,2873B1,VALLE DE SANTIAGO,"CALLE BENITO JUÁREZ # 4, CHARCO DE PANTOJA, VALLE DE SANTIAGO, GUANAJUATO, 38440"
13,2873C1,VALLE DE SANTIAGO,"CALLE BENITO JUÁREZ # 4, CHARCO DE PANTOJA, VALLE DE SANTIAGO, GUANAJUATO, 38440"
13,2873C2,VALLE DE SANTIAGO,"CALLE BENITO JUÁREZ # 4, CHARCO DE PANTOJA, VALLE DE SANTIAGO, GUANAJUATO, 38440"
13,2874B1,VALLE DE SANTIAGO,"CALLE FRANCISCO MADERO SIN NÚMERO, SAN CRISTOBAL, VALLE DE SANTIAGO, GUANAJUATO, 38441"
13,2874C1,VALLE DE SANTIAGO,"CALLE FRANCISCO MADERO SIN NÚMERO, SAN CRISTOBAL, VALLE DE SANTIAGO, GUANAJUATO, 38441"
13,2875B1,VALLE DE SANTIAGO,"CALLE ADOLFO LÓPEZ MATEOS # 118, GUARAPO, VALLE DE SANTIAGO, GUANAJUATO, 38441"
13,2875C1,VALLE DE SANTIAGO,"CALLE ADOLFO LÓPEZ MATEOS # 118, GUARAPO, VALLE DE SANTIAGO, GUANAJUATO, 38441"
13,2875E1,VALLE DE SANTIAGO,"HIDALGO SIN NÚMERO, LAS RAÍCES, VALLE DE SANTIAGO, GUANAJUATO, 38460"
13,2875E1,VALLE DE SANTIAGO,"HIDALGO SIN NÚMERO, LAS RAÍCES, VALLE DE SANTIAGO, GUANAJUATO, 38460"
13,2876B1,VALLE DE SANTIAGO,"CALLE FRANCISCO VILLA SIN NÚMERO, ZAPOTILLO DE MOGOTES, VALLE DE SANTIAGO, GUANAJUATO, 38434"
13,2876C1,VALLE DE SANTIAGO,"CALLE FRANCISCO VILLA SIN NÚMERO, ZAPOTILLO DE MOGOTES, VALLE DE SANTIAGO, GUANAJUATO, 38434"
13,2876E1,VALLE DE SANTIAGO,"AVENIDA DEL TRABAJO # 5, OLLA DE CÍNTORA DE ARRIBA, VALLE DE SANTIAGO, GUANAJUATO, 38453"
13,2876E1,VALLE DE SANTIAGO,"AVENIDA DEL TRABAJO # 5, OLLA DE CÍNTORA DE ARRIBA, VALLE DE SANTIAGO, GUANAJUATO, 38453"
13,2876E2,VALLE DE SANTIAGO,"CALLE EMILIANO ZAPATA SIN NÚMERO, BUENAVISTA DE PARANGUEO, VALLE DE SANTIAGO, GUANAJUATO, 38430"
13,2877B1,VALLE DE SANTIAGO,"CALLE 20 DE NOVIEMBRE SIN NÚMERO, EL PERICO, VALLE DE SANTIAGO, GUANAJUATO, 38450"
13,2877C1,VALLE DE SANTIAGO,"CALLE 20 DE NOVIEMBRE SIN NÚMERO, EL PERICO, VALLE DE SANTIAGO, GUANAJUATO, 38450"
13,2877E1,VALLE DE SANTIAGO,"CALLE PÍPILA # 1, POZO DE ARÓSTEGUI, VALLE DE SANTIAGO, GUANAJUATO, 38452"
13,2878B1,VALLE DE SANTIAGO,"CALLE EMILIANO ZAPATA SIN NÚMERO, RANCHOS UNIDOS, VALLE DE SANTIAGO, GUANAJUATO, 38400"
13,2878C1,VALLE DE SANTIAGO,"CALLE EMILIANO ZAPATA SIN NÚMERO, RANCHOS UNIDOS, VALLE DE SANTIAGO, GUANAJUATO, 38400"
13,2878E1,VALLE DE SANTIAGO,"CONOCIDO SIN NÚMERO, LAGUNILLA DE MOGOTES, VALLE DE SANTIAGO, GUANAJUATO, 38454"
13,2879B1,VALLE DE SANTIAGO,"CONOCIDO SIN NÚMERO, COPALES, VALLE DE SANTIAGO, GUANAJUATO, 38440"
13,2879E1,VALLE DE SANTIAGO,"CALLE BENITO JUÁREZ SIN NÚMERO, MESA DE SAN AGUSTÍN, VALLE DE SANTIAGO, GUANAJUATO, 38438"
13,2880B1,VALLE DE SANTIAGO,"CALLE ESPERANZA # 1, TINAJA DE GARCÍA, VALLE DE SANTIAGO, GUANAJUATO, 38466"
13,2880E1,VALLE DE SANTIAGO,"CALLE CARRANZA SIN NÚMERO, SANABRIA, VALLE DE SANTIAGO, GUANAJUATO, 38443"
13,2880E1,VALLE DE SANTIAGO,"CALLE CARRANZA SIN NÚMERO, SANABRIA, VALLE DE SANTIAGO, GUANAJUATO, 38443"
13,2881B1,VALLE DE SANTIAGO,"CALLE DESIDERIO LUNA SIN NÚMERO, SALITRE DE AGUILARES, VALLE DE SANTIAGO, GUANAJUATO, 38460"
13,2881C1,VALLE DE SANTIAGO,"CALLE DESIDERIO LUNA SIN NÚMERO, SALITRE DE AGUILARES, VALLE DE SANTIAGO, GUANAJUATO, 38460"
13,2882B1,VALLE DE SANTIAGO,"CALLE EMILIANO ZAPATA # 20, SAN JERÓNIMO DE ARACEO, VALLE DE SANTIAGO, GUANAJUATO, 38450"
13,2882C1,VALLE DE SANTIAGO,"CALLE EMILIANO ZAPATA # 20, SAN JERÓNIMO DE ARACEO, VALLE DE SANTIAGO, GUANAJUATO, 38450"
13,2882C2,VALLE DE SANTIAGO,"CALLE EMILIANO ZAPATA # 20, SAN JERÓNIMO DE ARACEO, VALLE DE SANTIAGO, GUANAJUATO, 38450"
13,2883B1,VALLE DE SANTIAGO,"CALLE INDEPENDENCIA SIN NÚMERO, MAGDALENA DE ARACEO, VALLE DE SANTIAGO, GUANAJUATO, 38450"
13,2883C1,VALLE DE SANTIAGO,"CALLE INDEPENDENCIA SIN NÚMERO, MAGDALENA DE ARACEO, VALLE DE SANTIAGO, GUANAJUATO, 38450"
13,2883C2,VALLE DE SANTIAGO,"CALLE INDEPENDENCIA SIN NÚMERO, MAGDALENA DE ARACEO, VALLE DE SANTIAGO, GUANAJUATO, 38450"
13,2884B1,VALLE DE SANTIAGO,"CALLE HIDALGO # 1, LOS MARTÍNEZ, VALLE DE SANTIAGO, GUANAJUATO, 38461"
13,2884C1,VALLE DE SANTIAGO,"CALLE HIDALGO # 1, LOS MARTÍNEZ, VALLE DE SANTIAGO, GUANAJUATO, 38461"
13,2885B1,VALLE DE SANTIAGO,"CALLE EMILIO CARRANZA # 32, LAS CAÑAS, VALLE DE SANTIAGO, GUANAJUATO, 38462"
13,2885C1,VALLE DE SANTIAGO,"CALLE EMILIO CARRANZA # 32, LAS CAÑAS, VALLE DE SANTIAGO, GUANAJUATO, 38462"
13,2886B1,VALLE DE SANTIAGO,"CALLE IGNACIO ALLENDE # 3, MANGA DE BUENAVISTA, VALLE DE SANTIAGO, GUANAJUATO, 38457"
13,2886C1,VALLE DE SANTIAGO,"CALLE IGNACIO ALLENDE # 3, MANGA DE BUENAVISTA, VALLE DE SANTIAGO, GUANAJUATO, 38457"
13,2886E1,VALLE DE SANTIAGO,"CALLE 16 DE SEPTIEMBRE SIN NÚMERO, MAGDALENA DE ARACEO, VALLE DE SANTIAGO, GUANAJUATO, 38450"
13,2887B1,VALLE DE SANTIAGO,"CONOCIDO SIN NÚMERO, COLONIA GERVACIO MENDOZA, VALLE DE SANTIAGO, GUANAJUATO, 38458"
13,2887C1,VALLE DE SANTIAGO,"CONOCIDO SIN NÚMERO, COLONIA GERVACIO MENDOZA, VALLE DE SANTIAGO, GUANAJUATO, 38458"
13,2887E1,VALLE DE SANTIAGO,"CALLE PÍPILA SIN NÚMERO, CAHUAJEO, VALLE DE SANTIAGO, GUANAJUATO, 38458"
13,2888B1,VALLE DE SANTIAGO,"CALLE MORELOS # 18, LAS JICAMAS, VALLE DE SANTIAGO, GUANAJUATO, 38463"
13,2888C1,VALLE DE SANTIAGO,"CALLE MORELOS # 18, LAS JICAMAS, VALLE DE SANTIAGO, GUANAJUATO, 38463"
13,2888E1,VALLE DE SANTIAGO,"CALLE VICTORIA # 10, CERRO BLANCO, VALLE DE SANTIAGO, GUANAJUATO, 38438"
13,2889B1,VALLE DE SANTIAGO,"CALLE ÁLVARO OBREGÓN # 28, LAS JICAMAS, VALLE DE SANTIAGO, GUANAJUATO, 38463"
13,2889C1,VALLE DE SANTIAGO,"CALLE ÁLVARO OBREGÓN # 28, LAS JICAMAS, VALLE DE SANTIAGO, GUANAJUATO, 38463"
13,2890B1,VALLE DE SANTIAGO,"CALZADA CORONEL SIN NÚMERO, PUERTA DE ANDARACUA, VALLE DE SANTIAGO, GUANAJUATO, 38450"
13,2890E1,VALLE DE SANTIAGO,"AVENIDA DEL TRABAJO # 1, RANCHO VIEJO DE TORRES, VALLE DE SANTIAGO, GUANAJUATO, 38459"
13,2890E2,VALLE DE SANTIAGO,"CONOCIDO SIN NÚMERO, EL ARMADILLO, VALLE DE SANTIAGO, GUANAJUATO, 38454"
14,51B1,ACAMBARO,"LOMA BONITA ESQUINA SIERRA MOJADA, COLONIA LOMA BONITA, ACÁMBARO, CÓDIGO POSTAL 38610"
14,51C1,ACAMBARO,"LOMA BONITA ESQUINA SIERRA MOJADA, COLONIA LOMA BONITA, ACÁMBARO, CÓDIGO POSTAL 38610"
14,51C2,ACAMBARO,"LOMA BONITA ESQUINA SIERRA MOJADA, COLONIA LOMA BONITA, ACÁMBARO, CÓDIGO POSTAL 38610"
14,51C3,ACAMBARO,"LOMA BONITA ESQUINA SIERRA MOJADA, COLONIA LOMA BONITA, ACÁMBARO, CÓDIGO POSTAL 38610"
14,52B1,ACAMBARO,"CATALINA GÓMEZ DE LARRONDO # 16, COLONIA EL DERRAMADERO, ACÁMBARO, CÓDIGO POSTAL 38621"
14,52C1,ACAMBARO,"CATALINA GÓMEZ DE LARRONDO # 16, COLONIA EL DERRAMADERO, ACÁMBARO, CÓDIGO POSTAL 38621"
14,53B1,ACAMBARO,"ZARAGOZA # 237, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,53C1,ACAMBARO,"ZARAGOZA # 237, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,54B1,ACAMBARO,"JUÁREZ # 130, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,54C1,ACAMBARO,"JUÁREZ # 130, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,55B1,ACAMBARO,"PLAZUELA DEL PUENTE GRANDE # 27, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,56B1,ACAMBARO,"AVENIDA EMILIO CARRANZA # 71, COLONIA EMILIO CARRANZA, ACÁMBARO, CÓDIGO POSTAL 38680"
14,56C1,ACAMBARO,"AVENIDA EMILIO CARRANZA # 71, COLONIA EMILIO CARRANZA, ACÁMBARO, CÓDIGO POSTAL 38680"
14,57B1,ACAMBARO,"EMILIO CARRANZA # 703, COLONIA EMILIO CARRANZA, ACÁMBARO, CÓDIGO POSTAL 38680"
14,57C1,ACAMBARO,"EMILIO CARRANZA # 807, COLONIA EMILIO CARRANZA, ACÁMBARO, CÓDIGO POSTAL 38680"
14,58B1,ACAMBARO,"PROLONGACIÓN PRIMERA SIN NÚMERO, COLONIA VELASCO IBARRA, ACÁMBARO, CÓDIGO POSTAL 38664"
14,58C1,ACAMBARO,"PROLONGACIÓN PRIMERA SIN NÚMERO, COLONIA VELASCO IBARRA, ACÁMBARO, CÓDIGO POSTAL 38664"
14,59B1,ACAMBARO,"LEONA VICARIO # 634, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,59C1,ACAMBARO,"LEONA VICARIO # 634, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,60B1,ACAMBARO,"FRANCISCO I MADERO # 343, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,60C1,ACAMBARO,"FRANCISCO I MADERO # 343, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,61B1,ACAMBARO,"PRIMERO DE MAYO # 507, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,61C1,ACAMBARO,"PRIMERO DE MAYO # 507, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,62B1,ACAMBARO,"GUERRERO ESQUINA  20 DE NOVIEMBRE SIN NÚMERO, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,62C1,ACAMBARO,"GUERRERO ESQUINA  20 DE NOVIEMBRE SIN NÚMERO, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,63B1,ACAMBARO,"MATAMOROS # 85, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,64B1,ACAMBARO,"LEONA VICARIO # 611, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,64C1,ACAMBARO,"LEONA VICARIO # 611, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,65B1,ACAMBARO,"MELCHOR OCAMPO # 906, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,65C1,ACAMBARO,"MELCHOR OCAMPO # 906, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,66B1,ACAMBARO,"16 DE SEPTIEMBRE SIN NÚMERO, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,66C1,ACAMBARO,"16 DE SEPTIEMBRE SIN NÚMERO, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,67B1,ACAMBARO,"NEZAHUALCÓYOTL # 100, COLONIA RANCHO GRANDE, ACÁMBARO, CÓDIGO POSTAL  38620"
14,67C1,ACAMBARO,"NEZAHUALCÓYOTL # 100, COLONIA RANCHO GRANDE, ACÁMBARO, CÓDIGO POSTAL  38620"
14,67C2,ACAMBARO,"NEZAHUALCÓYOTL # 100, COLONIA RANCHO GRANDE, ACÁMBARO, CÓDIGO POSTAL  38620"
14,67C3,ACAMBARO,"NEZAHUALCÓYOTL # 100, COLONIA RANCHO GRANDE, ACÁMBARO, CÓDIGO POSTAL  38620"
14,68B1,ACAMBARO,"PRIMERO DE MAYO # 917, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,68C1,ACAMBARO,"PRIMERO DE MAYO # 917, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,69B1,ACAMBARO,"LEANDRO VALLE # 164, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,70B1,ACAMBARO,"MELCHOR OCAMPO # 755, COLONIA RÍO BLANCO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,70C1,ACAMBARO,"MELCHOR OCAMPO # 755, COLONIA RÍO BLANCO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,71B1,ACAMBARO,"RÍO BLANCO # 517, COLONIA CHICOASÉN, ACÁMBARO, CÓDIGO POSTAL 38650"
14,71C1,ACAMBARO,"RÍO BLANCO # 517, COLONIA CHICOASÉN, ACÁMBARO, CÓDIGO POSTAL 38650"
14,72B1,ACAMBARO,"PRIVADA  MANUEL DOBLADO # 17, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,72C1,ACAMBARO,"PRIVADA  MANUEL DOBLADO # 17, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,73B1,ACAMBARO,"MORELOS # 1081, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,73C1,ACAMBARO,"MORELOS # 1081, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,74B1,ACAMBARO,"PRIMERO DE MAYO # 1411, COLONIA LAS ARBOLEDAS, ACÁMBARO, CÓDIGO POSTAL 38640"
14,74C1,ACAMBARO,"PRIMERO DE MAYO # 1411, COLONIA LAS ARBOLEDAS, ACÁMBARO, CÓDIGO POSTAL 38640"
14,74C2,ACAMBARO,"PRIMERO DE MAYO # 1411, COLONIA LAS ARBOLEDAS, ACÁMBARO, CÓDIGO POSTAL 38640"
14,75B1,ACAMBARO,"PRIMERO DE MAYO # 1598, COLONIA LAS ARBOLEDAS, ACÁMBARO, CÓDIGO POSTAL 38640"
14,76B1,ACAMBARO,"HIDALGO # 1197, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,76C1,ACAMBARO,"HIDALGO # 1197, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,77B1,ACAMBARO,"MADERO Y SOLEDAD SIN NÚMERO, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,77C1,ACAMBARO,"MADERO Y SOLEDAD SIN NÚMERO, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,78B1,ACAMBARO,"OYAMEL # 246, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,78C1,ACAMBARO,"OYAMEL # 246, CENTRO, ACÁMBARO, CÓDIGO POSTAL 38600"
14,79B1,ACAMBARO,"LAUREL SIN NÚMERO, COLONIA LOMAS VERDES, ACÁMBARO, CÓDIGO POSTAL 38650"
14,79C1,ACAMBARO,"LAUREL SIN NÚMERO, COLONIA LOMAS VERDES, ACÁMBARO, CÓDIGO POSTAL 38650"
14,80B1,ACAMBARO,"ACUEDUCTO # 70 A, COLONIA SAN ISIDRO, ACÁMBARO, CÓDIGO POSTAL 38670"
14,80C1,ACAMBARO,"ACUEDUCTO # 70 A, COLONIA SAN ISIDRO, ACÁMBARO, CÓDIGO POSTAL 38670"
14,81B1,ACAMBARO,"FRANCISCO VILLA  # 122, COLONIA LAS MALAYAS, ACÁMBARO, CÓDIGO POSTAL 38679"
14,81C1,ACAMBARO,"FRANCISCO VILLA  # 122, COLONIA LAS MALAYAS, ACÁMBARO, CÓDIGO POSTAL 38679"
14,81C2,ACAMBARO,"FRANCISCO VILLA  # 122, COLONIA LAS MALAYAS, ACÁMBARO, CÓDIGO POSTAL 38679"
14,81C3,ACAMBARO,"FRANCISCO VILLA  # 122, COLONIA LAS MALAYAS, ACÁMBARO, CÓDIGO POSTAL 38679"
14,81S1,ACAMBARO,"1º DE MAYO # 1641, COLONIA SAN ISIDRO, CÓDIGO POSTAL 38670"
14,82B1,ACAMBARO,"ALBERTO EINSTEIN # 2 A, COLONIA SAN ISIDRO 2, ACÁMBARO, CÓDIGO POSTAL 38670"
14,82C1,ACAMBARO,"ALBERTO EINSTEIN # 2 A, COLONIA SAN ISIDRO 2, ACÁMBARO, CÓDIGO POSTAL 38670"
14,83B1,ACAMBARO,"PROLONGACIÓN HIDALGO # 1776, COLONIA SAN ISIDRO, ACÁMBARO, CÓDIGO POSTAL 38670"
14,83C1,ACAMBARO,"PROLONGACIÓN HIDALGO # 1776, COLONIA SAN ISIDRO, ACÁMBARO, CÓDIGO POSTAL 38670"
14,84B1,ACAMBARO,"REPUBLICA # 7, COLONIA SAN ISIDRO, ACÁMBARO, CÓDIGO POSTAL 38670"
14,84C1,ACAMBARO,"REPUBLICA # 7, COLONIA SAN ISIDRO, ACÁMBARO, CÓDIGO POSTAL 38670"
14,85B1,ACAMBARO,"PASEO DE LOS ÁLAMOS # 103, COLONIA SAN ISIDRO, ACÁMBARO, CÓDIGO POSTAL 38670"
14,85C1,ACAMBARO,"PASEO DE LOS ÁLAMOS # 103, COLONIA SAN ISIDRO, ACÁMBARO, CÓDIGO POSTAL 38670"
